4000000007	2393
4000000009	3943
4000000019	285714287
4000000063	4474273
4000000133	1000000033
4000000157	1193
4000000163	26021
4000000187	21978023
4000000229	142857151
4000000231	248293
4000000241	101833
4000000273	1173709
4000000351	26666669
4000000373	1000000093
4000000387	96857
4000000427	2120891
4000000451	15241
4000000453	47619053
4000000483	1452433
4000000531	287977
4000000553	500000069
4000000559	2000000279
4000000561	16666669
4000000573	81281
4000000579	95238109
4000000591	361337
4000000597	1663
4000000607	847817
4000000619	3795067
4000000661	200000033
4000000663	858001
4000000687	32707
4000000723	179743
4000000727	105263177
4000000733	1569859
4000000787	2000000393
4000000801	35461
4000000813	1841621
4000000831	388727
4000000861	21347
4000000913	556793
4000000951	808081
4000000981	66666683
4000001003	3338899
4000001039	16273
4000001051	352423
4000001099	30403
4000001101	42061
4000001113	120511
4000001119	666666853
4000001191	8311
4000001197	27271
4000001209	1035197
4000001221	1169591
4000001227	576203
4000001249	39847
4000001261	796813
4000001263	62639
4000001297	692521
4000001311	44444459
4000001333	423191
4000001339	841397
4000001351	80000027
4000001363	9216593
4000001381	200000069
4000001419	27823
4000001431	32059
4000001443	666666907
4000001477	178987
4000001501	727273
4000001521	12791
4000001567	2490661
4000001609	500000201
4000001683	666666947
4000001699	18973
4000001711	400000171
4000001729	1453489
4000001839	2069
4000001851	353
4000001891	400000189
4000001897	45454567
4000001899	160141
4000001959	33757
4000001963	181818271
4000001969	250000123
4000001977	782473
4000002001	666667
4000002091	13873
4000002121	11111117
4000002191	13793111
4000002221	859
4000002241	320513
4000002263	2280503
4000002313	176741
4000002329	71428613
4000002361	1754387
4000002367	666667061
4000002389	3677
4000002421	5827
4000002431	3669727
4000002439	18018029
4000002469	307
4000002491	11353
4000002499	155509
4000002529	404531
4000002551	2687
4000002553	610501
4000002619	80681
4000002647	309167
4000002659	51577
4000002667	10267
4000002673	17401
4000002679	31746053
4000002689	2840911
4000002751	3727
4000002781	66666713
4000002791	8163271
4000002817	274123
4000002829	107
4000002833	35714311
4000002859	130183
4000002961	78989
4000002967	263609
4000002997	2909
4000003003	1051
4000003013	1000000753
4000003027	9132427
4000003057	84431
4000003109	141263
4000003153	9377
4000003159	6287
4000003181	2985077
4000003199	2000001599
4000003237	967
4000003243	666667207
4000003261	5867
4000003277	23255833
4000003279	208529
4000003283	30697
4000003307	112543
4000003309	34283
4000003327	546001
4000003331	400000333
4000003349	4784693
4000003361	92251
4000003409	278087
4000003421	35317
4000003459	60606113
4000003499	1469509
4000003507	158617
4000003529	1779361
4000003541	13297
4000003543	1151
4000003549	9009017
4000003561	58789
4000003571	400000357
4000003591	80273
4000003607	39419
4000003613	216967
4000003643	2000001821
4000003699	22988527
4000003717	4975129
4000003753	2732243
4000003759	222222431
4000003801	512821
4000003849	9103
4000003859	2000001929
4000003871	9756107
4000003913	500000489
4000003963	33479
4000004023	1796947
4000004027	47743
4000004039	68113
4000004087	9049783
4000004111	400000411
4000004119	4943
4000004123	2000002061
4000004153	1259
4000004161	4166671
4000004167	291503
4000004201	85837
4000004209	3086423
4000004237	1102537
4000004269	25641053
4000004291	1023019
4000004299	11695919
4000004311	434311
4000004329	166666847
4000004363	21613
4000004377	166666849
4000004381	836821
4000004387	2753
4000004401	15361
4000004417	119503
4000004429	6211187
4000004441	214133
4000004467	35729
4000004479	80603
4000004483	827473
4000004521	223
4000004531	36137
4000004537	45454597
4000004549	1000001137
4000004581	466201
4000004599	666667433
4000004611	174749
4000004633	526871
4000004663	2000002331
4000004683	3121
4000004699	66883
4000004747	48611
4000004809	1650167
4000004857	6172847
4000004881	450451
4000004929	5821
4000004941	66666749
4000004947	139
4000005007	666667501
4000005017	44119
4000005019	1019
4000005041	50000063
4000005047	28099
4000005091	11699
4000005109	10101023
4000005127	5698013
4000005179	153846353
4000005193	166666883
4000005203	7067147
4000005239	2000002619
4000005263	2301499
4000005307	18517
4000005319	666667553
4000005323	68965609
4000005377	93563
4000005431	400000543
4000005433	55555631
4000005439	8461
4000005461	298063
4000005473	3378383
4000005511	4523
4000005523	200381
4000005539	20551
4000005557	35327
4000005563	285714683
4000005593	16547
4000005629	2770087
4000005649	7757
4000005673	12820531
4000005697	6277
4000005719	6397
4000005767	3696863
4000005791	135181
4000005827	1057643
4000005853	333333821
4000005859	2989541
4000005869	5025133
4000005901	1597
4000005917	33911
4000005929	500000741
4000005941	28571471
4000005959	859477
4000005991	2617
4000006001	2000003
4000006013	7963
4000006039	38699
4000006069	333333839
4000006091	493219
4000006093	2377
4000006099	6734017
4000006123	4561
4000006139	412627
4000006147	666667691
4000006151	12197
4000006159	14184419
4000006193	1553
4000006223	860957
4000006237	2399
4000006247	2000003123
4000006261	238949
4000006277	142857367
4000006319	4691
4000006327	666667721
4000006333	18919
4000006343	53791
4000006379	168677
4000006403	285714743
4000006411	133333547
4000006441	236407
4000006519	666667753
4000006529	2591
4000006583	29077
4000006607	2000003303
4000006643	4106783
4000006651	26666711
4000006691	400000669
4000006723	14184421
4000006739	4157
4000006757	32258119
4000006807	383
4000006811	2087
4000006817	204583
4000006837	15873043
4000006847	153953
4000006861	66666781
4000006877	224669
4000006909	2178653
4000006919	2000003459
4000006949	198689
4000006961	306749
4000006979	181818499
4000007003	2000003501
4000007023	60606167
4000007047	9349
4000007057	245339
4000007059	666667843
4000007069	24390287
4000007153	97771
4000007177	45454627
4000007203	10597
4000007227	6116219
4000007233	101
4000007293	69257
4000007327	28297
4000007339	105263351
4000007353	47497
4000007371	179453
4000007387	3294899
4000007399	2000003699
4000007489	57287
4000007551	346321
4000007567	228337
4000007597	455167
4000007603	6151
4000007611	4938281
4000007617	3889
4000007677	47619139
4000007689	166666987
4000007701	11789
4000007761	2380957
4000007773	16223
4000007801	57637
4000007819	136547
4000007821	61331
4000007831	4395613
4000007867	70729
4000007887	13605469
4000007923	666667987
4000007953	55667
4000007981	200000399
4000008007	32917
4000008017	10869587
4000008031	13931
4000008053	134753
4000008059	126751
4000008091	99577
4000008097	491
4000008119	141413
4000008137	9743
4000008157	17519
4000008169	48017
4000008197	942509
4000008203	161983
4000008263	37735927
4000008277	9043
4000008289	8737
4000008323	2000004161
4000008329	500001041
4000008347	32057
4000008371	12907
4000008413	1000002103
4000008433	321751
4000008457	54413
4000008491	101963
4000008511	5737
4000008517	131909
4000008553	166667023
4000008563	16528961
4000008589	333334049
4000008629	447829
4000008641	29833
4000008653	3547
4000008671	8163283
4000008679	22709
4000008689	19230811
4000008697	3413
4000008703	7490653
4000008731	400000873
4000008767	153846491
4000008769	1873
4000008799	3220619
4000008809	7462703
4000008851	47933
4000008869	6163
4000008871	310801
4000008893	30293
4000008941	200000447
4000008967	58567
4000008979	675449
4000008983	52733
4000008997	111111361
4000009007	285714929
4000009049	3759407
4000009087	11695933
4000009099	18018059
4000009103	2000004551
4000009109	1000002277
4000009171	233509
4000009187	117647329
4000009199	340079
