3000000019	500000003
3000000037	6121
3000000077	24193549
3000000109	19699
3000000151	952381
3000000209	709
3000000253	46049
3000000257	28793
3000000277	2239
3000000343	500000057
3000000347	23039
3000000349	27777781
3000000361	3571429
3000000371	17647061
3000000391	120919
3000000397	937
3000000401	326087
3000000403	19891
3000000407	115384631
3000000433	39733
3000000457	15313
3000000461	1376147
3000000473	37967
3000000511	349
3000000517	122971
3000000539	65217403
3000000551	60000011
3000000571	14285717
3000000583	1361
3000000593	9868423
3000000599	30612251
3000000673	3472223
3000000713	19421
3000000749	232847
3000000781	18457
3000000803	198439
3000000821	1093
3000000827	18987347
3000000833	1847
3000000889	4629631
3000000967	5471
3000000973	692521
3000001003	713267
3000001031	60889
3000001049	61871
3000001057	33857
3000001087	4349
3000001093	463
3000001139	147827
3000001153	2539
3000001171	100000039
3000001177	41666683
3000001183	215239
3000001229	76367
3000001259	877
3000001267	55555579
3000001307	63697
3000001321	89
3000001331	339751
3000001337	2094973
3000001387	500000231
3000001427	1500000713
3000001507	9433967
3000001513	4310347
3000001549	250000129
3000001567	500000261
3000001579	10204087
3000001583	14717
3000001601	1931
3000001603	39367
3000001621	5113
3000001633	31250017
3000001639	500000273
3000001651	599
3000001661	150000083
3000001663	37853
3000001691	416089
3000001709	68181857
3000001721	41141
3000001723	3461
3000001783	7462691
3000001801	563
3000001811	47977
3000001817	2683
3000001867	29411783
3000001891	184843
3000001897	404531
3000001931	5660381
3000001957	8231
3000001993	9615391
3000001997	4335263
3000002003	88235353
3000002051	12613
3000002077	105619
3000002107	3797
3000002119	500000353
3000002141	150000107
3000002147	25423747
3000002149	1949
3000002183	1270111
3000002197	2212391
3000002209	153941
3000002219	6437773
3000002227	509
3000002273	93750071
3000002279	6871
3000002297	34939
3000002333	32608721
3000002347	1683503
3000002351	60000047
3000002399	184117
3000002417	519391
3000002437	608273
3000002491	146843
3000002497	15625013
3000002501	59
3000002521	92251
3000002561	292969
3000002569	27527
3000002591	9733
3000002633	6037
3000002639	1500001319
3000002657	17881
3000002669	1227497
3000002683	1547989
3000002693	12295093
3000002729	375000341
3000002741	21428591
3000002743	488759
3000002779	1048219
3000002783	214285913
3000002813	750000703
3000002827	104537
3000002849	156511
3000002851	512821
3000002867	14431
3000002893	303767
3000002981	11538473
3000002989	219491
3000003007	1093
3000003023	3836321
3000003037	3424661
3000003047	153077
3000003067	166666837
3000003089	423251
3000003113	495377
3000003131	463679
3000003133	1289
3000003199	455789
3000003217	241313
3000003239	48387149
3000003247	166666847
3000003283	166666849
3000003287	356549
3000003301	15361
3000003313	119503
3000003337	344353
3000003341	150000167
3000003353	375000419
3000003371	3296707
3000003389	750000847
3000003437	1417771
3000003491	208189
3000003493	250000291
3000003511	14285731
